Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
32,9,1.47,8,Tablet,Comedy,Europe,On-Time,Premium,6,43,9716,Yes,5,0,0
23,10,1.7,8,Laptop,Action,South America,Delayed,Basic,10,40,3862,No,4,1,1
49,6,3.86,1,Smart TV,Action,Asia,On-Time,Standard,8,25,4734,No,1,0,0
9,3,4.94,5,Smart TV,Sci-fi,North America,On-Time,Standard,5,22,5074,Yes,4,0,0
11,10,2.08,7,Tablet,Sci-fi,South America,On-Time,Basic,10,30,2215,No,4,0,0
28,6,5.84,4,Smart TV,Romance,South America,On-Time,Standard,3,36,9862,No,4,0,0
22,8,3.09,8,Smart TV,Drama,South America,Delayed,Basic,10,63,7016,Yes,3,1,1
9,7,5.39,8,Mobile,Comedy,Africa,Delayed,Standard,7,50,3898,Yes,4,1,1
49,6,4.6,2,Mobile,Drama,Africa,On-Time,Basic,2,23,3179,No,5,0,0
48,7,1.91,10,Mobile,Action,North America,On-Time,Basic,2,42,1360,No,2,0,0
12,1,4.65,2,Tablet,Romance,Oceania,On-Time,Basic,9,50,4597,Yes,5,0,0
36,10,5.39,9,Tablet,Romance,South America,Delayed,Standard,0,48,4311,No,3,0,0
39,8,3.53,7,Mobile,Sci-fi,North America,On-Time,Basic,8,70,7851,Yes,1,0,0
1,1,1.31,5,Mobile,Action,South America,On-Time,Basic,6,59,9192,Yes,3,0,0
30,2,3.25,1,Mobile,Sci-fi,North America,On-Time,Standard,9,19,7256,No,2,0,0
17,5,5.24,2,Laptop,Action,South America,On-Time,Standard,3,69,9930,Yes,2,0,0
15,9,4.89,8,Smart TV,Action,Africa,On-Time,Basic,9,41,2418,Yes,1,0,0
37,5,3.26,5,Laptop,Sci-fi,Asia,On-Time,Basic,8,47,7216,Yes,3,0,0
37,3,1.93,2,Mobile,Drama,South America,On-Time,Standard,2,53,9121,Yes,2,0,0
53,10,3.77,7,Laptop,Comedy,Africa,On-Time,Premium,5,60,7306,No,5,0,0
52,8,1.21,9,Laptop,Sci-fi,Europe,On-Time,Basic,2,18,4102,Yes,3,0,0
2,7,4.12,9,Smart TV,Romance,Africa,On-Time,Premium,0,22,3656,Yes,3,0,0
2,6,1.65,4,Mobile,Comedy,Europe,Delayed,Premium,0,57,4668,No,2,1,1
24,8,3.4,9,Tablet,Sci-fi,Asia,On-Time,Basic,9,65,3846,Yes,1,0,0
60,3,5.79,4,Mobile,Action,Europe,On-Time,Basic,6,68,5144,Yes,3,0,0
22,10,4.84,10,Laptop,Drama,North America,On-Time,Standard,0,52,6841,Yes,1,0,0
7,9,2.6,9,Smart TV,Drama,North America,On-Time,Basic,4,43,1825,Yes,3,0,0
58,10,2.04,8,Mobile,Sci-fi,Europe,On-Time,Basic,6,57,1159,Yes,4,0,0
31,7,4.34,10,Tablet,Comedy,North America,On-Time,Standard,3,27,4430,Yes,3,0,0
32,9,2.54,7,Laptop,Drama,Africa,On-Time,Basic,6,58,5550,Yes,1,0,0
19,10,4.67,8,Smart TV,Action,South America,On-Time,Standard,1,22,4494,No,3,0,0
49,9,4.93,10,Tablet,Comedy,South America,On-Time,Standard,3,68,4827,Yes,3,0,0
34,10,1.35,9,Tablet,Comedy,Asia,On-Time,Standard,3,57,9160,No,1,0,0
35,9,5.31,8,Mobile,Drama,South America,On-Time,Basic,1,19,4102,No,5,0,0
4,10,1.52,8,Tablet,Action,South America,On-Time,Standard,2,49,8153,Yes,2,0,0
52,10,4.41,7,Laptop,Drama,Europe,On-Time,Standard,9,38,9249,Yes,3,0,0
35,9,4.13,10,Laptop,Sci-fi,North America,On-Time,Standard,6,69,5650,Yes,5,0,0
1,9,3.19,7,Tablet,Action,Asia,On-Time,Standard,0,61,2946,No,1,0,0
4,5,4.32,5,Laptop,Sci-fi,Europe,Delayed,Standard,8,48,6317,Yes,5,1,1
23,8,2.71,8,Laptop,Sci-fi,Asia,On-Time,Basic,7,26,1507,Yes,2,0,0
22,5,5.38,1,Tablet,Action,Africa,On-Time,Standard,7,50,6638,Yes,1,0,0
9,8,2.75,8,Mobile,Comedy,North America,On-Time,Basic,8,25,5497,No,1,0,0
41,1,5.44,3,Laptop,Sci-fi,Africa,On-Time,Premium,8,49,7972,Yes,2,0,0
54,10,1.21,8,Smart TV,Sci-fi,Europe,On-Time,Premium,2,40,1928,Yes,3,0,0
51,4,1.71,2,Laptop,Action,Europe,On-Time,Standard,2,27,8002,Yes,4,0,0
5,8,4.38,8,Tablet,Action,Africa,On-Time,Premium,0,63,3862,No,1,0,0
11,2,4.42,3,Smart TV,Sci-fi,Europe,On-Time,Standard,5,38,1674,Yes,2,0,0
32,8,4.24,8,Smart TV,Sci-fi,North America,On-Time,Basic,8,45,8739,Yes,1,0,0
47,10,5.38,9,Smart TV,Drama,North America,Delayed,Basic,0,57,4455,No,2,0,0
26,7,4.89,9,Laptop,Sci-fi,South America,Delayed,Premium,6,45,7598,Yes,5,0,0
42,9,3.23,7,Smart TV,Romance,Europe,On-Time,Basic,7,19,5478,No,1,0,0
54,5,1.55,6,Laptop,Comedy,Oceania,On-Time,Basic,0,30,6745,No,4,0,0
59,8,1.89,7,Tablet,Romance,Asia,Delayed,Basic,10,54,1576,Yes,5,0,0
2,8,4.99,8,Laptop,Sci-fi,Asia,On-Time,Standard,4,37,7022,Yes,1,0,0
37,2,2.53,1,Tablet,Romance,South America,On-Time,Premium,10,18,5648,Yes,5,0,0
42,8,5.88,7,Laptop,Sci-fi,Africa,On-Time,Premium,7,44,1369,No,2,0,0
5,4,2.74,3,Laptop,Comedy,North America,On-Time,Standard,7,39,6477,No,3,1,1
55,9,5.92,10,Mobile,Drama,Oceania,On-Time,Basic,7,41,2608,No,3,0,0
3,1,1.92,5,Mobile,Action,North America,On-Time,Basic,1,26,3062,Yes,1,0,0
30,1,2.04,4,Smart TV,Action,South America,On-Time,Basic,8,26,1504,No,5,0,0
53,8,3.05,9,Tablet,Romance,North America,On-Time,Basic,2,67,7278,No,5,0,0
19,10,2.0,8,Smart TV,Romance,Asia,On-Time,Standard,3,51,9819,Yes,4,0,0
24,10,1.54,7,Laptop,Action,Oceania,Delayed,Basic,3,34,5371,Yes,3,1,1
12,8,4.93,10,Tablet,Action,Africa,On-Time,Premium,7,25,2367,Yes,1,0,0
34,5,1.25,1,Laptop,Drama,South America,On-Time,Basic,0,22,4169,Yes,1,0,0
11,7,1.83,10,Mobile,Romance,Oceania,On-Time,Basic,1,58,5524,No,4,0,0
23,9,4.57,10,Smart TV,Drama,North America,On-Time,Basic,5,29,5290,Yes,5,0,0
32,3,3.07,3,Tablet,Romance,Africa,On-Time,Premium,10,54,4017,Yes,2,0,0
54,7,3.1,10,Tablet,Comedy,Asia,On-Time,Basic,8,32,2304,Yes,3,0,0
14,9,5.49,10,Smart TV,Drama,Europe,On-Time,Standard,5,28,8893,Yes,4,0,0
51,8,1.27,10,Smart TV,Romance,North America,On-Time,Basic,3,42,2930,No,1,0,0
8,4,4.73,5,Laptop,Sci-fi,Oceania,On-Time,Standard,5,58,5673,Yes,2,0,0
17,8,4.81,8,Laptop,Sci-fi,South America,On-Time,Basic,0,55,7527,Yes,3,0,0
37,7,1.06,7,Laptop,Drama,Africa,On-Time,Standard,10,52,7887,No,4,0,0
52,1,2.74,4,Laptop,Drama,North America,Delayed,Premium,10,68,1490,Yes,3,0,0
19,9,4.27,10,Smart TV,Comedy,North America,Delayed,Basic,2,21,3519,No,5,1,1
12,5,4.08,6,Smart TV,Action,North America,Delayed,Standard,3,66,9636,Yes,2,1,1
52,10,3.44,10,Mobile,Comedy,Oceania,Delayed,Standard,0,58,8923,Yes,3,0,0
36,1,5.28,5,Smart TV,Action,Europe,Delayed,Standard,0,47,5569,Yes,3,0,0
31,9,4.75,8,Mobile,Drama,Africa,On-Time,Basic,2,66,7888,Yes,1,0,0
39,1,4.43,1,Tablet,Romance,Asia,On-Time,Standard,6,28,2251,Yes,2,0,0
44,6,5.34,4,Smart TV,Drama,Africa,Delayed,Basic,7,36,5174,No,4,0,0
34,10,3.34,7,Laptop,Romance,Asia,On-Time,Premium,0,62,9800,Yes,5,0,0
38,7,3.64,9,Mobile,Drama,North America,On-Time,Premium,8,20,5780,Yes,3,0,0
9,3,1.23,3,Mobile,Comedy,South America,On-Time,Standard,1,39,9842,No,5,1,1
58,2,3.67,4,Mobile,Comedy,Oceania,On-Time,Premium,9,60,3940,Yes,3,0,0
7,10,2.73,8,Smart TV,Sci-fi,Europe,On-Time,Basic,2,52,5136,Yes,4,0,0
17,7,3.1,9,Tablet,Romance,Oceania,On-Time,Basic,5,20,3538,Yes,1,0,0
1,7,1.32,7,Smart TV,Sci-fi,Europe,On-Time,Standard,8,46,4476,Yes,5,0,0
5,8,3.67,7,Laptop,Drama,North America,On-Time,Premium,1,48,4783,No,2,0,0
4,8,4.13,7,Tablet,Comedy,Oceania,On-Time,Premium,4,67,2997,Yes,4,0,0
53,10,4.23,7,Laptop,Drama,Oceania,On-Time,Basic,1,60,2822,Yes,3,0,0
8,10,2.64,7,Laptop,Drama,North America,On-Time,Standard,10,22,2712,No,4,0,0
10,2,1.01,2,Mobile,Comedy,South America,Delayed,Basic,6,39,3200,Yes,4,1,1
8,3,3.43,5,Mobile,Drama,North America,On-Time,Premium,8,25,2675,No,5,0,0
14,9,2.98,8,Laptop,Romance,Asia,On-Time,Standard,6,65,7561,No,3,0,0
2,10,1.63,9,Smart TV,Sci-fi,Africa,On-Time,Basic,9,27,7782,Yes,3,0,0
52,8,4.94,10,Smart TV,Romance,North America,On-Time,Basic,3,48,5882,Yes,2,0,0
48,2,4.66,3,Tablet,Comedy,Asia,On-Time,Standard,7,46,3323,Yes,2,0,0
55,10,4.56,9,Mobile,Romance,Asia,Delayed,Standard,2,42,8727,Yes,3,0,0
33,8,4.02,10,Tablet,Comedy,Europe,On-Time,Standard,8,23,7019,No,1,0,0
8,5,1.19,1,Laptop,Romance,Europe,On-Time,Basic,2,44,4869,Yes,3,0,0
44,8,1.23,9,Mobile,Action,Oceania,On-Time,Premium,5,48,5442,No,1,0,0
47,9,3.5,7,Smart TV,Comedy,Europe,On-Time,Basic,8,36,3652,Yes,4,0,0
42,6,3.08,1,Mobile,Action,Oceania,On-Time,Basic,8,20,9131,Yes,1,0,0
10,6,1.25,5,Tablet,Action,Asia,On-Time,Standard,9,21,5737,No,3,1,1
53,8,4.43,10,Laptop,Drama,North America,Delayed,Basic,0,23,4000,No,5,0,0
40,7,4.82,10,Tablet,Sci-fi,Oceania,On-Time,Standard,6,28,4769,No,5,0,0
12,10,3.87,10,Laptop,Romance,North America,On-Time,Basic,7,29,8521,Yes,5,0,0
33,7,3.67,10,Smart TV,Sci-fi,Asia,On-Time,Basic,4,56,7052,No,2,0,0
2,9,4.24,8,Smart TV,Sci-fi,Asia,On-Time,Basic,5,34,5054,No,2,0,0
56,5,3.59,2,Mobile,Action,Oceania,On-Time,Standard,9,54,5322,Yes,5,0,0
23,8,3.43,8,Tablet,Comedy,Asia,Delayed,Premium,5,22,5657,Yes,4,1,1
31,4,3.9,4,Smart TV,Sci-fi,Europe,On-Time,Basic,9,41,9027,No,5,0,0
12,7,2.5,9,Mobile,Drama,Oceania,On-Time,Basic,6,65,6781,No,2,0,0
30,10,1.44,10,Smart TV,Action,South America,On-Time,Standard,2,60,7989,Yes,2,0,0
56,9,4.45,7,Smart TV,Comedy,Africa,On-Time,Standard,10,35,8376,Yes,5,0,0
53,3,5.31,5,Smart TV,Sci-fi,Africa,On-Time,Premium,6,61,5358,Yes,2,0,0
12,10,4.98,7,Mobile,Romance,North America,On-Time,Basic,0,41,7430,Yes,2,0,0
57,7,3.87,7,Tablet,Comedy,Africa,On-Time,Basic,2,37,5460,No,3,0,0
32,10,2.4,10,Smart TV,Action,South America,On-Time,Basic,7,43,7070,No,1,0,0
27,9,1.11,7,Laptop,Drama,South America,On-Time,Premium,1,40,9605,Yes,2,0,0
2,9,1.16,10,Tablet,Action,North America,On-Time,Basic,0,59,4554,Yes,5,0,0
60,1,4.36,1,Smart TV,Comedy,North America,On-Time,Basic,9,69,9766,No,5,0,0
54,9,4.57,10,Tablet,Action,Africa,Delayed,Standard,10,50,9591,Yes,3,0,0
29,9,1.75,9,Mobile,Romance,North America,On-Time,Basic,0,29,4643,Yes,2,0,0
25,10,5.98,10,Laptop,Drama,Asia,On-Time,Standard,0,52,5342,Yes,4,0,0
48,9,4.22,9,Tablet,Drama,Oceania,On-Time,Premium,1,57,6691,No,1,0,0
44,7,2.53,7,Mobile,Action,Asia,On-Time,Standard,6,57,9862,No,5,0,0
6,8,5.31,8,Mobile,Action,Europe,On-Time,Basic,4,32,2668,No,1,0,0
50,10,2.15,9,Smart TV,Action,Asia,On-Time,Premium,7,50,3929,No,4,0,0
32,8,3.92,9,Smart TV,Comedy,Asia,On-Time,Standard,0,27,9101,Yes,4,0,0
3,10,5.21,8,Tablet,Action,Africa,On-Time,Basic,10,22,2225,No,1,0,0
12,9,5.47,8,Tablet,Sci-fi,Asia,On-Time,Basic,2,62,5488,Yes,2,0,0
4,8,3.33,8,Tablet,Comedy,Asia,On-Time,Standard,6,35,4359,Yes,5,0,0
11,8,5.04,7,Smart TV,Comedy,North America,On-Time,Standard,7,42,1300,No,2,0,0
45,10,1.88,10,Mobile,Action,Oceania,On-Time,Basic,8,18,1871,Yes,1,0,0
4,1,1.65,6,Mobile,Comedy,Africa,On-Time,Premium,6,53,5915,Yes,4,0,0
14,4,1.03,6,Mobile,Drama,Europe,Delayed,Basic,5,38,8737,No,2,1,1
42,3,4.38,3,Tablet,Sci-fi,Oceania,On-Time,Basic,3,56,2938,No,4,0,0
20,4,2.61,1,Smart TV,Sci-fi,Africa,On-Time,Basic,1,34,1522,Yes,3,0,0
1,8,3.47,8,Smart TV,Action,Africa,On-Time,Premium,9,30,3848,Yes,4,0,0
44,10,5.91,7,Laptop,Comedy,Africa,On-Time,Standard,9,64,5062,No,3,0,0
38,9,4.38,10,Mobile,Romance,Oceania,Delayed,Basic,5,49,4406,No,4,0,0
20,10,2.51,9,Tablet,Action,Europe,On-Time,Premium,8,46,3260,Yes,5,0,0
53,9,3.69,9,Tablet,Comedy,North America,On-Time,Standard,4,40,1166,Yes,1,0,0
59,8,1.94,8,Laptop,Action,Asia,On-Time,Premium,1,45,5413,No,5,0,0
49,7,3.09,10,Mobile,Comedy,North America,On-Time,Standard,7,42,7113,Yes,5,0,0
8,6,1.33,4,Smart TV,Comedy,Asia,On-Time,Standard,2,29,9876,Yes,1,0,0
56,8,1.49,9,Laptop,Sci-fi,Europe,On-Time,Standard,10,56,7874,Yes,2,0,0
46,9,5.24,8,Tablet,Romance,Europe,On-Time,Basic,1,60,1691,No,1,0,0
6,8,5.25,8,Smart TV,Romance,North America,On-Time,Standard,10,19,4095,Yes,4,0,0
23,10,3.72,9,Smart TV,Sci-fi,South America,Delayed,Basic,9,64,3592,No,1,1,1
2,8,5.3,7,Smart TV,Sci-fi,Asia,On-Time,Basic,1,37,4177,Yes,4,0,0
50,9,1.76,7,Mobile,Drama,South America,On-Time,Basic,3,23,1010,Yes,5,0,0
59,7,5.41,8,Smart TV,Sci-fi,South America,On-Time,Basic,4,52,2898,No,3,0,0
42,7,3.49,9,Mobile,Action,Asia,On-Time,Standard,5,52,7472,No,3,0,0
19,9,2.4,8,Mobile,Sci-fi,Oceania,Delayed,Premium,5,45,3405,Yes,5,1,1
9,8,2.88,9,Laptop,Drama,North America,On-Time,Standard,9,28,4195,Yes,5,0,0
31,9,5.88,7,Mobile,Drama,Oceania,On-Time,Standard,6,62,4282,No,2,0,0
28,1,1.14,6,Smart TV,Comedy,North America,On-Time,Basic,4,56,6536,Yes,1,0,0
26,8,2.28,10,Laptop,Drama,Europe,Delayed,Premium,1,61,8852,Yes,3,0,0
23,9,2.78,10,Tablet,Drama,North America,On-Time,Premium,5,67,5656,Yes,4,0,0
52,9,2.49,9,Laptop,Comedy,South America,On-Time,Premium,7,32,4808,Yes,1,0,0
40,8,3.87,9,Smart TV,Comedy,North America,On-Time,Premium,7,60,2217,Yes,5,0,0
19,4,3.6,4,Tablet,Sci-fi,Oceania,On-Time,Standard,3,55,9754,Yes,3,0,0
57,8,2.32,7,Tablet,Sci-fi,Africa,On-Time,Standard,9,66,3756,No,5,0,0
48,10,4.64,8,Tablet,Drama,Oceania,On-Time,Premium,7,61,8469,Yes,5,0,0
8,3,3.84,3,Laptop,Drama,Oceania,On-Time,Standard,0,59,8707,Yes,2,0,0
12,10,2.61,8,Laptop,Comedy,North America,On-Time,Basic,1,51,8718,No,4,0,0
54,10,2.64,7,Tablet,Romance,South America,Delayed,Standard,3,36,3137,No,5,0,0
8,10,5.06,8,Mobile,Romance,Asia,Delayed,Standard,1,36,8683,No,4,1,1
30,3,5.15,6,Smart TV,Romance,Africa,On-Time,Basic,4,26,6097,Yes,4,0,0
51,8,5.83,7,Laptop,Sci-fi,Africa,Delayed,Basic,7,33,4056,Yes,3,0,0
3,8,3.52,10,Smart TV,Sci-fi,South America,On-Time,Standard,5,31,3736,Yes,1,0,0
6,8,5.37,9,Smart TV,Sci-fi,North America,Delayed,Premium,5,22,4908,Yes,5,1,1
9,7,5.67,9,Mobile,Comedy,North America,On-Time,Standard,5,57,9541,Yes,1,0,0
56,8,3.33,7,Smart TV,Sci-fi,South America,On-Time,Premium,1,30,5154,Yes,5,0,0
31,9,5.74,8,Mobile,Action,Asia,On-Time,Basic,6,21,6537,Yes,3,0,0
39,4,1.85,3,Smart TV,Romance,Europe,Delayed,Basic,9,31,5224,Yes,3,0,0
58,10,4.39,8,Mobile,Action,Oceania,On-Time,Premium,3,48,2427,Yes,3,0,0
26,1,3.83,3,Tablet,Action,Asia,On-Time,Standard,5,68,9381,Yes,5,0,0
50,7,5.09,7,Tablet,Comedy,Oceania,On-Time,Basic,9,47,8795,Yes,5,0,0
18,8,2.05,8,Tablet,Action,South America,On-Time,Standard,4,67,9527,No,3,0,0
35,10,1.56,9,Laptop,Romance,Asia,Delayed,Premium,2,56,5198,No,3,0,0
14,7,3.52,9,Mobile,Drama,Oceania,On-Time,Basic,7,34,2778,Yes,4,0,0
12,7,1.08,7,Laptop,Sci-fi,North America,On-Time,Premium,5,51,9129,Yes,3,0,0
3,9,2.71,9,Smart TV,Action,North America,On-Time,Premium,6,19,8922,Yes,4,0,0
57,4,1.08,4,Laptop,Romance,Africa,On-Time,Basic,0,44,9790,No,3,0,0
56,9,4.73,9,Smart TV,Comedy,Oceania,On-Time,Basic,4,63,9332,Yes,3,0,0
50,7,1.3,7,Mobile,Drama,Africa,Delayed,Standard,1,18,4961,Yes,2,0,0
2,9,5.1,10,Laptop,Comedy,Asia,On-Time,Standard,0,31,1699,Yes,4,0,0
59,4,5.62,6,Tablet,Romance,Asia,Delayed,Premium,7,40,3860,Yes,2,0,0
11,8,2.07,8,Tablet,Comedy,Asia,On-Time,Standard,7,22,9664,No,5,0,0
59,1,2.4,5,Smart TV,Action,Europe,On-Time,Basic,6,56,9377,Yes,3,0,0
36,7,5.7,9,Tablet,Comedy,Africa,On-Time,Basic,7,60,1518,Yes,4,0,0
43,7,3.27,10,Smart TV,Drama,South America,On-Time,Premium,6,45,1574,Yes,2,0,0
15,9,2.22,8,Tablet,Drama,South America,On-Time,Standard,5,30,5993,Yes,1,0,0
55,7,3.07,10,Smart TV,Romance,Europe,On-Time,Premium,9,19,5033,No,3,0,0
59,7,1.63,8,Mobile,Action,Asia,On-Time,Premium,4,61,1708,No,3,0,0
48,7,1.72,7,Laptop,Comedy,South America,Delayed,Standard,3,66,5847,No,2,0,0
41,10,2.35,8,Laptop,Action,Europe,On-Time,Basic,3,39,8699,Yes,5,0,0
12,10,2.92,9,Smart TV,Sci-fi,Asia,On-Time,Premium,7,46,2768,Yes,5,0,0
31,8,3.37,7,Mobile,Action,Europe,On-Time,Basic,3,31,5878,Yes,3,0,0
46,7,5.75,8,Laptop,Action,Oceania,On-Time,Standard,8,65,1014,Yes,2,0,0
51,8,2.42,10,Tablet,Romance,South America,On-Time,Premium,6,50,5628,Yes,3,0,0
21,7,1.44,8,Smart TV,Comedy,Oceania,On-Time,Premium,8,66,4775,No,3,0,0
48,8,3.12,10,Smart TV,Drama,Europe,On-Time,Premium,3,67,8329,No,5,0,0
51,7,4.82,10,Mobile,Romance,Asia,On-Time,Basic,10,30,2350,Yes,4,0,0
52,6,1.29,3,Laptop,Sci-fi,Europe,On-Time,Basic,5,52,1277,No,4,0,0
23,1,2.05,2,Mobile,Romance,South America,On-Time,Basic,2,42,6702,No,5,1,1
23,10,2.79,10,Smart TV,Sci-fi,Oceania,On-Time,Basic,7,45,9792,Yes,1,0,0
6,7,2.63,8,Mobile,Action,North America,On-Time,Premium,8,44,8817,No,5,0,0
28,6,3.45,6,Smart TV,Comedy,North America,On-Time,Basic,8,49,7563,Yes,3,0,0
8,5,1.86,4,Tablet,Drama,Asia,On-Time,Basic,3,51,2389,No,4,1,1
6,7,5.59,9,Smart TV,Romance,Europe,On-Time,Standard,6,59,7364,Yes,5,0,0
42,9,3.03,8,Smart TV,Drama,South America,Delayed,Basic,2,64,1878,No,5,0,0
3,8,1.88,9,Laptop,Drama,Oceania,On-Time,Standard,7,42,9652,Yes,5,0,0
9,8,3.34,8,Laptop,Romance,Africa,On-Time,Standard,7,24,1561,Yes,5,0,0
27,9,4.49,7,Tablet,Sci-fi,North America,On-Time,Basic,8,27,4442,No,3,0,0
55,3,2.28,3,Mobile,Drama,Oceania,Delayed,Premium,4,30,7140,Yes,3,0,0
41,10,1.64,8,Tablet,Romance,North America,On-Time,Basic,3,69,6520,Yes,5,0,0
58,9,3.54,9,Laptop,Romance,Africa,On-Time,Basic,2,28,5486,No,2,0,0
5,7,4.55,10,Laptop,Sci-fi,Asia,On-Time,Standard,0,48,4313,Yes,2,0,0
2,10,4.98,7,Mobile,Action,South America,Delayed,Standard,10,36,3454,Yes,2,1,1
34,7,2.65,7,Tablet,Romance,South America,On-Time,Standard,8,49,2186,No,2,0,0
44,8,1.48,9,Tablet,Action,Europe,Delayed,Premium,5,60,7789,Yes,5,0,0
43,4,1.28,3,Tablet,Romance,Africa,Delayed,Standard,4,40,1085,Yes,5,0,0
11,8,2.67,9,Mobile,Comedy,Africa,Delayed,Basic,6,67,8914,No,5,1,1
46,8,1.91,10,Mobile,Romance,Africa,On-Time,Premium,0,34,7575,No,5,0,0
41,9,3.13,8,Tablet,Comedy,Asia,On-Time,Basic,1,49,7901,No,1,0,0
34,9,2.52,8,Mobile,Sci-fi,Europe,Delayed,Standard,9,61,5639,Yes,4,0,0
34,3,5.96,4,Smart TV,Drama,South America,On-Time,Basic,9,39,5340,Yes,3,0,0
33,8,1.27,10,Smart TV,Drama,Oceania,On-Time,Basic,6,27,8862,Yes,3,0,0
6,10,1.9,9,Smart TV,Sci-fi,North America,Delayed,Standard,8,47,1454,Yes,2,1,1
27,7,2.71,9,Mobile,Drama,Asia,On-Time,Basic,1,54,2200,No,3,0,0
33,8,2.18,7,Laptop,Drama,Oceania,Delayed,Premium,10,48,4714,No,5,0,0
22,1,1.67,1,Tablet,Romance,Europe,On-Time,Standard,0,44,1857,Yes,4,0,0
33,2,4.74,5,Smart TV,Drama,Africa,Delayed,Premium,3,44,4043,No,3,0,0
25,8,5.0,7,Laptop,Comedy,South America,On-Time,Basic,4,20,5304,Yes,2,0,0
7,7,2.87,9,Smart TV,Romance,South America,Delayed,Basic,4,20,3959,Yes,2,1,1
18,5,1.94,4,Tablet,Romance,Europe,On-Time,Basic,3,29,5479,No,5,1,1
5,8,1.24,9,Mobile,Comedy,Europe,On-Time,Premium,2,38,6556,No,1,0,0
1,10,1.23,10,Smart TV,Comedy,North America,On-Time,Premium,7,28,3134,Yes,4,0,0
20,10,1.46,7,Tablet,Action,Europe,Delayed,Standard,2,58,7417,Yes,5,1,1
37,4,5.96,5,Laptop,Drama,Oceania,On-Time,Standard,5,50,2681,Yes,5,0,0
42,7,2.09,7,Smart TV,Drama,South America,On-Time,Basic,0,70,4454,No,3,0,0
31,2,1.06,4,Smart TV,Sci-fi,Asia,On-Time,Standard,8,34,8546,No,5,0,0
35,9,3.3,9,Laptop,Sci-fi,South America,On-Time,Standard,5,55,8699,Yes,4,0,0
42,8,2.59,10,Smart TV,Action,Asia,Delayed,Basic,3,45,6062,Yes,1,0,0
15,7,2.34,7,Tablet,Action,Africa,On-Time,Premium,1,69,4365,No,2,0,0
60,10,2.06,10,Smart TV,Comedy,South America,Delayed,Standard,8,27,2535,No,2,0,0
3,4,2.02,3,Mobile,Action,Oceania,On-Time,Standard,10,68,2101,Yes,4,0,0
43,7,1.76,9,Smart TV,Sci-fi,Africa,On-Time,Standard,9,45,9861,Yes,3,0,0
30,4,2.09,6,Laptop,Action,Oceania,On-Time,Premium,6,57,6704,No,1,0,0
29,7,2.38,10,Laptop,Romance,Asia,On-Time,Standard,5,18,4370,Yes,1,0,0
42,6,4.97,1,Mobile,Romance,Asia,On-Time,Basic,1,44,8050,Yes,1,0,0
33,9,2.08,9,Smart TV,Action,North America,Delayed,Standard,2,44,7912,Yes,4,0,0
58,10,4.12,8,Smart TV,Sci-fi,South America,On-Time,Basic,2,25,5489,Yes,1,0,0
31,8,3.76,10,Laptop,Drama,South America,Delayed,Basic,4,64,8885,Yes,3,0,0
26,2,2.6,4,Laptop,Romance,South America,Delayed,Basic,1,45,3035,No,4,0,0
31,9,3.02,7,Smart TV,Sci-fi,South America,On-Time,Standard,3,64,8013,Yes,5,0,0
21,8,3.73,8,Laptop,Drama,North America,On-Time,Basic,3,49,2011,No,5,0,0
29,9,1.85,8,Smart TV,Romance,Europe,Delayed,Basic,3,58,6013,Yes,4,0,0
8,7,5.48,7,Tablet,Drama,Europe,On-Time,Basic,1,24,1824,Yes,2,0,0
54,7,1.96,10,Smart TV,Drama,North America,On-Time,Basic,2,64,9472,Yes,3,0,0
28,6,2.24,1,Tablet,Sci-fi,Europe,On-Time,Basic,2,22,6663,No,4,0,0
31,10,5.15,7,Tablet,Action,North America,On-Time,Standard,9,66,2163,No,2,0,0
1,7,3.43,10,Mobile,Romance,South America,On-Time,Basic,6,69,4692,No,2,0,0
16,7,3.1,7,Laptop,Comedy,Asia,Delayed,Standard,6,43,6532,Yes,5,1,1
59,9,3.02,7,Laptop,Romance,Europe,Delayed,Basic,0,18,2285,Yes,2,0,0
27,9,2.77,9,Smart TV,Comedy,Asia,On-Time,Standard,4,39,6941,No,2,0,0
26,1,1.5,3,Smart TV,Sci-fi,South America,On-Time,Premium,5,41,8472,Yes,3,0,0
4,10,2.03,8,Mobile,Comedy,North America,Delayed,Standard,0,55,5379,Yes,2,1,1
37,7,1.28,7,Tablet,Sci-fi,Europe,On-Time,Premium,2,44,4833,Yes,4,0,0
45,3,3.17,1,Laptop,Action,North America,On-Time,Basic,1,46,5394,Yes,5,0,0
34,6,2.92,1,Smart TV,Romance,North America,On-Time,Standard,5,36,2731,Yes,5,0,0
45,8,1.97,10,Smart TV,Romance,Oceania,Delayed,Standard,3,63,9270,Yes,3,0,0
32,10,3.21,9,Smart TV,Romance,South America,On-Time,Premium,5,47,3227,Yes,5,0,0
31,8,2.59,8,Smart TV,Sci-fi,South America,Delayed,Basic,5,21,7779,No,2,0,0
42,7,1.44,9,Laptop,Drama,Europe,On-Time,Standard,1,69,2329,No,5,0,0
27,3,4.89,2,Tablet,Romance,Asia,Delayed,Premium,6,70,6397,Yes,5,0,0
